brand,model,description,price,exposition_days_count,images_count,label
Samsung,UE55F8000,На запчасти,-1.0,68,20,bad
Samsung,UE43TU7097U,На запчасти,8000.0,19,7,bad
Samsung,UE32T4510AU,На запчасти,2800.0,29,13,bad
Samsung,PS-50C430,На запчасти,1500.0,153,17,bad
AVQ,VT32P,На запчасти,400.0,168,27,bad
Samsung,UE40ES5537,На запчасти,5000.0,129,2,bad
Samsung,UE46F8000,На запчасти,5000.0,187,13,bad
Samsung,PS51E530,На запчасти,2500.0,38,7,bad
BBK,32LEX-7127/TS2C,На запчасти,5000.0,76,2,bad
CASIO,LCT-32H09,На запчасти,3000.0,141,8,bad
LG,42LX6500,На запчасти,4000.0,54,5,bad
Samsung,UE40H5270,На запчасти,3000.0,43,12,bad
Samsung,UE49KS7500U,На запчасти,10000.0,74,19,bad
KIVI,55U600KD,На запчасти,3000.0,23,1,bad
Haier,65 Smart TV BX,На запчасти,9999.0,123,10,bad
Sony,KDL-32U3000,На запчасти,1000.0,54,23,bad
Samsung,UE32M5550AU,На запчасти,5000.0,130,30,bad
Samsung,LE-32A430T1,На запчасти,1700.0,148,13,bad
Skyworth,40E2A,На запчасти,1700.0,100,26,bad
Toshiba,29SH9UC,На запчасти,500.0,152,15,bad
Samsung,UE55KS7500U,На запчасти,5000.0,19,10,bad
Samsung,UE49MU6103U,На запчасти,2500.0,33,21,bad
Polarline,40PL11TC-SM,На запчасти,1200.0,177,28,bad
Sharp,LC-55CFG6452E,На запчасти,500.0,146,18,bad
Xiaomi,L43M5-5ARU,На запчасти,5000.0,138,26,bad
Fusion,FLTV-32B100,На запчасти,1500.0,140,4,bad
BBK,LEM2665FDTG,На запчасти,2500.0,16,5,bad
Haier,LE43K6000SF,На запчасти,2000.0,2,17,bad
Changhong,LCD32A3500,На запчасти,900.0,14,14,bad
Samsung,UE46F8000,На запчасти,15000.0,141,25,bad
LG,42LA6130,На запчасти,3000.0,104,20,bad
Elenberg,1401,На запчасти,500.0,40,28,bad
AIWA,42LE61203,На запчасти,5000.0,136,26,bad
Samsung,UE48H5003,На запчасти,3000.0,46,22,bad
Philips,42PFL5405H,На запчасти,3000.0,60,20,bad
3Q,AQ-17AMWi,На запчасти,600.0,107,22,bad
LG,32LA6130,На запчасти,2000.0,166,13,bad
Daewoo Electronics,DLP-32C3,На запчасти,500.0,130,5,bad
AMCV,LE-32ZTH15,На запчасти,600.0,153,28,bad
Samsung,LE-32C450,На запчасти,1000.0,99,3,bad
Samsung,UE32J4500AK,На запчасти,3000.0,68,20,bad
LG,RT-21FB30M,На запчасти,1500.0,65,1,bad
Samsung,UE32F4510,На запчасти,3000.0,186,3,bad
Samsung,PS43D490A1W,На запчасти,1000.0,136,28,bad
Samsung,LE-40B620,На запчасти,2000.0,130,14,bad
Polarline,49PL11STC-SM,На запчасти,3000.0,169,15,bad
MYSTERU,MTV-1428,На запчасти,2500.0,13,29,bad
DEXP,F43D7000Q,На запчасти,3000.0,109,1,bad
Haier,50 SMART TV BX,На запчасти,5000.0,119,9,bad
Samsung,BE32R-B,На запчасти,1000.0,128,5,bad
Sony,KDL-50W817B,На запчасти,5000.0,100,2,bad
Rolsen,RL-20X31,На запчасти,500.0,97,6,bad
LG,43UH610V,На запчасти,6000.0,95,1,bad
LG,43UH603V,На запчасти,10000.0,148,18,bad
LG,43UH619V,На запчасти,2500.0,141,13,bad
Haier,50 SMART TV BX,На запчасти,3000.0,118,8,bad
Samsung,CS-21A530,На запчасти,1000.0,61,3,bad
Pioneer,PDP-4270XA,На запчасти,1500.0,107,25,bad
Erisson,40LES76T2,На запчасти,500.0,63,16,bad
Sony,KDL-32V5610,На запчасти,900.0,157,15,bad
Sony,KDL-32S3000,На запчасти,5000.0,109,9,bad
BBK,LT4221HDU,На запчасти,1000.0,163,4,bad
Samsung,UE49K6500AU,На запчасти,5000.0,183,15,bad
Sony,KDL-32R433B,На запчасти,2500.0,114,18,bad
Sony,KD-55XF9005,На запчасти,7000.0,63,10,bad
Philips,26PFL5403D,На запчасти,1000.0,164,18,bad
Samsung,CK-20F1 VR,На запчасти,500.0,157,29,bad
Sony,KD-43XD8005,На запчасти,2000.0,117,21,bad
Рубин,RB-28D7,На запчасти,500.0,161,7,bad
Haier,50 Smart TV MX,На запчасти,1500.0,105,2,bad
Toshiba,43U5069,На запчасти,1500.0,93,5,bad
Samsung,UE65H6400,На запчасти,2000.0,172,14,bad
LG,15FC2RB,На запчасти,500.0,156,2,bad
LG,43UK6200PLA,На запчасти,4000.0,31,26,bad
LG,32LB580V,На запчасти,1000.0,125,2,bad
Samsung,UE49N5510AU,На запчасти,15000.0,36,3,bad
Xiaomi,Mi TV 4X 55,На запчасти,1000.0,35,30,bad
LG,43UM7300,На запчасти,1000.0,17,14,bad
Erisson,32LES60T2,На запчасти,500.0,188,29,bad
iFFALCON,55K61,На запчасти,9000.0,183,24,bad
DEXP,U65D9000H,На запчасти,2000.0,79,13,bad
LG,42PJ250R,На запчасти,5000.0,65,24,bad
Philips,39PFL4398T,На запчасти,3000.0,61,1,bad
TELEFUNKEN,TF-LED32S58T2S,На запчасти,1100.0,125,16,bad
Philips,42PFL6008S,На запчасти,4500.0,11,22,bad
DEXP,H32F7000K,На запчасти,3000.0,42,19,bad
Candy,Uno 32,На запчасти,150.0,107,11,bad
Philips,55PUS6503,На запчасти,3500.0,3,22,bad
Philips,19PFL3507T,На запчасти,1000.0,97,17,bad
Samsung,UE40H6203,На запчасти,4100.0,119,16,bad
Sony,KDL-32U2000,На запчасти,1000.0,43,17,bad
GoldStar,LT-19T300R,На запчасти,500.0,178,11,bad
Xiaomi,Mi TV 4S 43,На запчасти,8000.0,125,5,bad
LG,42LB673V,На запчасти,5000.0,199,9,bad
Panasonic,TH-42PV60R,На запчасти,3000.0,147,10,bad
Polar,107LTV7013,На запчасти,1000.0,200,10,bad
LG,32LA6130,На запчасти,-1.0,178,17,bad
Shivaki,STV-32L6,На запчасти,1000.0,42,20,bad
Samsung,UE32N4000AU,На запчасти,1500.0,130,11,bad
LG,43LH520V,На запчасти,5000.0,133,18,bad
LG,49UK6200,На запчасти,6000.0,60,7,bad
Samsung,UE32F4510AK,На запчасти,500.0,118,13,bad
Sony,KDL-40R483B,На запчасти,-1.0,167,9,bad
LG,55UN73506,На запчасти,2000.0,39,2,bad
Samsung,UE75F6400,На запчасти,15000.0,165,12,bad
Xiaomi,L32M5-5ARU,На запчасти,1500.0,139,5,bad
Samsung,UE49MU6100U,На запчасти,5000.0,53,25,bad
LG,43LH570V,На запчасти,600.0,96,15,bad
LG,49NANO816NA,На запчасти,4000.0,106,6,bad
Philips,58PUS6504,На запчасти,2000.0,181,8,bad
Samsung,UE49M5510AU,На запчасти,2000.0,85,22,bad
Philips,50PUS7956/60,На запчасти,10000.0,146,7,bad
Samsung,PS-50C6970,На запчасти,1500.0,115,16,bad
BBK,19LED-4096/T2C,На запчасти,1500.0,110,12,bad
Samsung,UE40K5500AU,На запчасти,5000.0,177,27,bad
Xiaomi,MiTV-MSSP1,На запчасти,5000.0,43,30,bad
Daewoo Electronics,DMQ-21Q2M,На запчасти,450.0,75,7,bad
LG,24TL510S-PZ,На запчасти,5000.0,12,14,bad
Samsung,UE40H6200,На запчасти,1500.0,111,26,bad
Sony,KDL-40EX720,На запчасти,5000.0,54,10,bad
Xiaomi,Mi TV 4A 32,На запчасти,5.0,92,3,bad
Philips,32PFL7762D,На запчасти,600.0,46,2,bad
Haier,42 Smart TV HX,На запчасти,1000.0,104,23,bad
LG,43UJ639V,На запчасти,4000.0,198,1,bad
Runco,CR-26HD,На запчасти,200.0,42,20,bad
Xiaomi,Mi TV 4S 43,На запчасти,1.0,27,9,bad
Samsung,UE40H6240,На запчасти,2000.0,58,3,bad
Samsung,UE50F6130,На запчасти,5000.0,187,12,bad
LG,43UK6710,На запчасти,3000.0,112,6,bad
Philips,15HF5234,На запчасти,1000.0,3,16,bad
Thomson,T39D14DH-01B,На запчасти,5000.0,151,19,bad
HARPER,28R6752T,На запчасти,3000.0,105,5,bad
Витязь,24LH0201,На запчасти,500.0,193,3,bad
Sony,KDL-43WE754,На запчасти,-1.0,54,22,bad
LG,42LV3700,На запчасти,3000.0,88,7,bad
LG,43UK6200PLA,На запчасти,2000.0,159,27,bad
SUPRA,STV-LC19500WL,На запчасти,2000.0,134,9,bad
HARPER,32R670TS,На запчасти,2000.0,195,24,bad
LG,32LJ600U,На запчасти,6000.0,119,10,bad
Yuno,ULM-32TC114,На запчасти,1500.0,142,6,bad
Daewoo Electronics,L32S645VTE,На запчасти,3000.0,22,15,bad
Samsung,LE-32R82B,На запчасти,1000.0,78,8,bad
MYSTERU,MTV-1428,На запчасти,2500.0,171,16,bad
Samsung,UE55HU8500,На запчасти,35000.0,19,11,bad
Shivaki,STV-32LED14,На запчасти,2000.0,137,4,bad
Philips,22PFL3517T,На запчасти,1199.0,72,30,bad
LG,26LC41,На запчасти,500.0,14,3,bad
Erisson,39LED15T2,На запчасти,3000.0,144,7,bad
Philips,43PFS4062,На запчасти,1000.0,53,11,bad
Daewoo Electronics,DSL-20D1T,На запчасти,1000.0,27,23,bad
Panasonic,OLED TX-55EZ950E,На запчасти,1500.0,170,11,bad
Sony,KDL-43W755C,На запчасти,5000.0,49,19,bad
DEXP,F43D7000K,На запчасти,3000.0,134,11,bad
LG,32LA615V,На запчасти,2000.0,59,7,bad
Samsung,UE32H4000,На запчасти,500.0,48,11,bad
Philips,32PHT4001,На запчасти,500.0,164,6,bad
LG,32LF560V,"Продаю свой телевизор LG в идеальном состоянии, очень яркая, чёткая и красивая картинка, full HD, t-2 встроен, не смарт ТВ, остальные характеристики смотрите в интернете. Полный комплект, коробка, телевизор, пульт д/у, шнур питания.",15000.0,111,9,excellent
Hyundai,H-PDP4200,"Продам телевизор показывает каналы, звук есть. Торг уместен",500.0,150,1,good
Toshiba,26SLDT3,Телевизор,500.0,48,26,no_data
DEXP,F24D7100E,Телевизор,4000.0,189,2,no_data
Pioneer,PDP-LX508D,Телевизор,8500.0,190,5,no_data
Philips,50PUS7303,Телевизор,5800.0,45,7,no_data
LG,42LA662V,Телевизор,10.0,18,1,no_data
Samsung,CK-5342ATBR,Телевизор,3000.0,196,4,no_data
Vestel,V32-LC1982 FHD,Телевизор,2000.0,75,3,no_data
Samsung,PS43E452,Телевизор,25000.0,16,29,no_data
Sony,KV-29CS60,Телевизор,3000.0,163,16,no_data
Samsung,UE50F6100,Телевизор,3000.0,71,6,no_data
Philips,15HF5234,Телевизор,3000.0,175,4,no_data
Samsung,PS-42C91HR,Телевизор,5000.0,15,22,no_data
Hitachi,42PD5200,Телевизор,1000.0,192,12,no_data
Philips,32PFL5522D,Телевизор,500.0,65,4,no_data
JVC,AV-2137V1,Телевизор,250.0,127,25,no_data
GoldStar,LT-19T300R,Телевизор,3000.0,36,12,no_data
Samsung, CK-3373TR,Телевизор,700.0,20,13,no_data
Philips,47PFL3198T,Телевизор,12000.0,17,28,no_data
Витязь,55LU1204,Телевизор,5000.0,179,5,no_data
Daewoo Electronics,L40R640VTE,Телевизор,15000.0,115,9,no_data
Sharp,21L-FG1RU,Телевизор,500.0,26,24,no_data
LG,15FC2RB,Телевизор,500.0,76,5,no_data
Sony,KV-XR29M80,Телевизор,3000.0,71,30,no_data
Samsung,LE-26S81B,Телевизор,3000.0,140,17,no_data
Sharp,14 D1-G,Телевизор,500.0,110,11,no_data
Samsung,CS-2085 R,Телевизор,1200.0,30,21,no_data
Samsung,CS-29Z40HPQ,Телевизор,3000.0,16,10,no_data
Samsung,CS-21M6WTQ,Телевизор,1500.0,7,6,no_data
Silelis,405D,Телевизор,10000.0,174,13,no_data
Akira,14BMS3,Телевизор,1000.0,47,29,no_data
Samsung,LE-32R81B,Телевизор,7000.0,150,29,no_data
VITEK,"VT-3008 7""",Телевизор,900.0,94,13,no_data
Philips,20PF4121,Телевизор,5000.0,90,3,no_data
Sharp,LC-20V1RU,Телевизор,6000.0,105,15,no_data
Toshiba,20VL65R,Телевизор,3000.0,58,18,no_data
Sony,KD-49XF7096,Телевизор,40000.0,157,17,no_data
LG,24TK410V-WZ,Телевизор,1500.0,9,8,no_data
Рекорд,37ТЦ-5173,Телевизор,700.0,49,25,no_data
JVC,AV-2107CE,Телевизор,1500.0,79,18,no_data
Sony,TRINITRON KV-2167 MT,Телевизор,12000.0,103,18,no_data
Sharp,14E2RU,Телевизор,700.0,103,14,no_data
Rolsen,RL-32E1301GU,Телевизор,25.0,138,6,no_data
Philips,14GX8512/59T,Телевизор,3000.0,128,4,no_data
Samsung,LE-40A330J1,Телевизор,5000.0,66,5,no_data
LG,32LB563V,Телевизор,15000.0,107,23,no_data
Philips,32PHT4100,Телевизор,2500.0,29,3,no_data
Avest,54 ТЦ-01 202,Телевизор,-1.0,120,9,no_data
LG,40LF631V,Телевизор,2000.0,54,20,no_data
Samsung,400UX-3,Телевизор,2500.0,94,17,no_data
Elenberg,LTV-3231,Телевизор,-1.0,98,17,no_data
Samsung,UE40EH5040,Не работает,5000.0,104,11,bad
Samsung,LE32C530F1,Не работает,2000.0,163,16,bad
Panasonic,TX-R26LE8,Не работает,1000.0,26,16,bad
Samsung,PS-50C490,"Вылезла полоса по центру экрана шириной 2 дюйма, остальные функции работают.",4000.0,51,21,satisfactory
Samsung,UE55TU7160U,"Продам на запчасти, разбита матрица, телевизору всего год, торг",7000.0,106,8,bad
Samsung,UE58RU7170U,"Телевизор Samsung UE58RU7170U, 4K UltraHD, 3840x2160, DVB-T, DVB-T2, DVB-C, DVB-S, Wi-Fi, Tizen, HDMI х 3, USB х 2,  Серия 7

Сертифицированный UHD 4К ТВ

Технология HDR 10+

Smart TV

Технология PurColor

Ultra HD Да

Тип технологии HDR HDR 10+

Формат экрана 16:9

Масштабирование до 4K Ultra HD Да

Цифровое шумоподавление Да

Значение интерполяции 2000

Технология Crystal Processor 4K 2000

Технология Crystal Processor 4K

Операционная система Tizen OS

Мощность фронтальных АС 20 Вт

состояние новое, использовались менее месяца,

в наличии 2шт, + пульт

1шт - 50000р, 

1шт - 48000р - нет ножек.",40.0,62,23,new
